Individual Race Samples,Date,Race Event Name,Race Number,Horse Name,Jockey,Last Raced,Weight,Start Position,Finish Position,Odds,LIFE%WIN,AVESPRAT,W/RACE,LSPEDRAT,JOCK%WIN,JOCK#WIN,JIMISTDATA,NEWDIST,timeSinceLastRace,Age Of Horse,finishingPostioninLastRace,,,weightCarriedInPastRace,Binary Odds
,4/4/2023,Evangeline Downs,191,Absolutely,Joe Stokes,2/23/2023,123,5,0,1.2,0.1,58.75,"$28,350.00 ",51,,,,,40,4,8-Jun,6,0.75,117,0
,4/4/2023,Evangeline Downs,191,Zero Point Zero,Louis Stokes,2/17/2023,123,2,0,13,0,57.25,"$12,410.00 ",44,,,,,46,5,10-May,5,0.5,123,0
,4/4/2023,Evangeline Downs,191,Saratoga Pasodoble,C.J McMahon,2/14/2023,123,1,0,7.8,0.125,49.5,"$5,580.00 ",46,,,,,49,4,7-Jul,7,1,120,0
,4/4/2023,Evangeline Downs,191,Non Binding,Joel Dominguez,3/8/2023,120,6,0,7.1,0,52,"$14,035.00 ",49,,,,,27,5, 8/9,8,0.89,122,0
,4/4/2023,Evangeline Downs,191,Arms Apriority,Vicente Del-Cid,2/18/2023,120,7,0,3.3,0.1429,50.5,"$6,655.00 ",43,,,,,45,4, 8/9,8,0.89,117,0
,4/4/2023,Evangeline Downs,191,Beautifulguatemala,Elio Barrera,3/18/2023,110,3,0,5.5,0.2,47.5,"$24,760.00 ",53,,,,,17,3,12-Jan,1,0.08,112,0
,4/4/2023,Evangeline Downs,191,Tiz My Plan,Jared Balthazar,9/3/2022,123,8,0,101.5,0,30,$0.00 ,7,,,,,213,4, 7/9,7,0.78,118,0
,4/4/2023,Evangeline Downs,192,A G's Charlotte,C.J McMahon,3/26/2023,120,2,0,1.4,0.3077,92.25,"$133,750.00 ",94,,,,,9,4,8-Feb,2,0.25,117,1
,4/4/2023,Evangeline Downs,192,Sassy Beast,David Cardoso,2/18/2023,116,1,0,6.3,0.2857,88,"$167,760.00 ",99,,,,,45,5,12-Mar,3,0.25,118,0
,4/4/2023,Evangeline Downs,192,Another Hot Mess,Thomas Pompell,2/24/2023,118,3,0,3.5,0.4286,78.75,"$68,200.00 ",84,,,,,39,4,6-Feb,2,0.33,120,0
,4/4/2023,Evangeline Downs,192,It'sfiftyshadetime,Carloss Lozada,3/17/2023,116,6,0,6.7,0.1111,82.25,"$18,330.00 ",75,,,,,18,5,6-Jun,6,1,116,0
,4/4/2023,Evangeline Downs,192,Majestic Ways,Lane Luzzi,2/24/2023,118,4,0,2.9,0.4,84.25,"$42,440.00 ",85,,,,,39,4, 1/6,1,0.17,117,0
,4/4/2023,Evangeline Downs,192,Hannah's Haven,Jose Guerroro,3/10/2023,116,5,0,17.2,0.1667,76.25,"$22,600.00 ",76.25,,,,,25,4, 5/8,5,0.63,120,0
,4/4/2023,Evangeline Downs,193,Oak Hill Lg,Vicente Del-Cid,3/26/2023,118,5,0,0.65,0.4286,80.75,"$71,600.00 ",94,,,,,9,4, 2/9,2,0.22,120,1
,4/4/2023,Evangeline Downs,193,Bouldering ,Jose Guerroro,2/24/2023,118,7,0,17.7,0.3333,62.25,"$21,980.00 ",63,,,,,39,4, 5/8,5,0.63,121,0
,4/4/2023,Evangeline Downs,193,Aligned Interest,Juan Vargas,2/18/2023,118,6,0,6.7,0.0909,69,"$17,890.00 ",58,,,,,45,5,10-Sep,9,0.9,117,0
,4/4/2023,Evangeline Downs,193,Courtman,Timothy Thornton,3/2/2023,118,1,0,5,0.25,67.25,"$24,300.00 ",75,,,,,33,4, 1/6,1,0.17,122,0
,4/4/2023,Evangeline Downs,193,Flit N Flot Time,Elio Barrera,2/18/2023,118,3,0,40.4,0.25,63.75,"$16,220.00 ",42,,,,,45,4, 5/7,5,0.71,117,0
,4/4/2023,Evangeline Downs,193,Bet Again,Thomas Pompell,2/18/2023,118,2,0,10.4,0.3333,69.5,"$15,200.00 ",72,,,,,45,7,10-Feb,2,0.2,117,0
,4/4/2023,Evangeline Downs,193,Duke of Blue Ridge,Joel Dominguez,3/15/2023,118,4,0,6.8,0.2727,74.25,"$54,345.00 ",77,,,,,20,4, 1/7,1,0.14,116,0
,4/4/2023,Evangeline Downs,194,Taylors Tap,Lane Luzzi,3/18/2023,117,8,0,4.1,0.3333,68.75,"$76,094.00 ",69,,,,,17,3, 2/7,2,0.29,122,1
,4/4/2023,Evangeline Downs,194,Lady Dreamer,Juan Vargas,2/9/2023,117,3,0,17.6,0.2,59.75,"$57,495.00 ",68,,,,,54,3, 1/9,1,0.11,120,0
,4/4/2023,Evangeline Downs,194,Blame Day,C.J McMahon,3/11/2023,117,5,0,1.8,0.2,80.75,"$86,467.00 ",85,,,,,24,3,8-Jun,6,0.75,118,0
,4/4/2023,Evangeline Downs,194,Kyle Beauty,Jose Rodriguez,3/22/2023,119,2,0,1.3,1,60.25,"$106,800.00 ",75,,,,,13,3, 1/9,1,0.11,118,0
,4/4/2023,Evangeline Downs,194,Gracie Diamond,Thomas Pompell,3/24/2023,117,1,0,15.6,0.3333,46.25,"$29,687.00 ",55,,,,,11,3, 3/5,3,0.6,119,0
,4/4/2023,Evangeline Downs,194,Triple L's Cutter,Vicente Del-Cid,2/24/2023,119,6,0,10.2,0.3333,70.75,"$46,298.00 ",68,,,,,39,3,4-Feb,2,0.5,120,0
,4/4/2023,Evangeline Downs,194,Nodah,Gerald Melancon,2/4/2023,117,7,0,37.9,0.3333,43.5,"$31,860.00 ",65,,,,,59,3,8-Apr,4,0.5,119,0
,4/4/2023,Evangeline Downs,194,Throwback,Emanuel Nieves,1/20/2023,117,4,0,42,1,14.75,"$22,200.00 ",59,,,,,74,3, 1/8,1,0.13,120,0
,4/4/2023,Evangeline Downs,195,Dolly's Guitar,Vicente Del-Cid,3/12/2023,118,9,0,1.3,0.125,40,"$31,000.00 ",50,,,,,23,3,10-Mar,3,0.3,118,1
,4/4/2023,Evangeline Downs,195,Catalina Queen,Juan Vargas,2/6/2023,123,7,0,5.9,0.5,22.5,"$10,400.00 ",49,,,,,57,4,10-Mar,3,0.3,117,0
,4/4/2023,Evangeline Downs,195,B B Gun Bullseye,Emanuel Nieves,3/15/2023,123,5,0,17.1,0.0909,45.5,"$26,430.00 ",49,,,,,20,4,8-Feb,2,0.25,122,0
,4/4/2023,Evangeline Downs,195,Ashley's Girl,Elio Barrera,3/15/2023,118,4,0,35.6,0.066666667,45.5,"$29,770.00 ",44,,,,,20,6,8-Apr,4,0.5,117,0
,4/4/2023,Evangeline Downs,195,Hot Patootie,E. Murray,3/23/2023,123,8,0,20.1,0.1,39,"$23,300.00 ",42,,,,,12,4, 1/9,1,0.11,120,0
,4/4/2023,Evangeline Downs,195,Roaring Quinn,Cassey Fusilier,2/17/2023,123,2,0,7.9,0,42,"$9,100.00 ",45,,,,,46,5,10-Apr,4,0.4,120,0
,4/4/2023,Evangeline Downs,195,Decorated Lady,Joel Dominguez,3/12/2023,118,3,0,20.6,0.2,24.75,$420.00 ,5,,,,,23,3,10-Oct,10,1,114,0
,4/4/2023,Evangeline Downs,195,Aggie Doctor,C.J McMahon,3/3/2023,123,6,0,3.5,0.25,45.75,"$12,400.00 ",50,,,,,32,4, 5/7,5,0.71,119,0
,4/4/2023,Evangeline Downs,195,Boston Belle,Joe Stokes,2/28/2023,123,1,0,7.2,0.0769,48.75,"$5,900.00 ",48,,,,,35,4,9-Mar,3,0.33,120,0
,4/4/2023,Fonner Park,196,P R Odds Setter,Jose Medina,3/11/2023,125,2,0,0.9,0.3333,48,"$31,580.00 ",67,,,,,24,5, 1/7, 1/7,0.14,122,1
,4/4/2023,Fonner Park,196,Judge on The Run,Adrian Ramos,3/11/2023,125,1,0,4.15,0.4286,62,"$13,160.00 ",53,,,,,24,8, 4/7,4,0.57,123,0
,4/4/2023,Fonner Park,196,Queenscaballo,Kevin Roman,3/11/2023,125,4,0,3.65,0.4444,55,"$25,839.00 ",61,,,,,24,4, 3/7,3,0.43,125,0
,4/4/2023,Fonner Park,196,Inewagallikethat,Nathan Haar,3/25/2023,125,3,0,7.8,0.4,49.25,"$9,750.00 ",70,,,,,10,7, 1/7,1,0.14,125,0
,4/4/2023,Fonner Park,196,Tellittothejudge,Bryan McNeil,3/11/2023,125,5,0,4.2,0.2222,60.25,"$14,891.00 ",66,,,,,24,4, 2/7,2,0.29,120,0
,4/4/2023,Fonner Park,197,Rainbow Dash,Armando Martinez,3/24/2023,125,7,0,1.4,0.1667,52.5,"$64,163.00 ",65,,,,,11,4,6-Feb,2,0.33,125,1
,4/4/2023,Fonner Park,197,Retro Rita,Roberto Morales,3/24/2023,125,2,0,2.7,0.1667,56,"$7,219.00 ",64,,,,,11,4,6-Mar,3,0.5,125,0
,4/4/2023,Fonner Park,197,Fast Sophia,Ricardo Martinez,3/24/2023,125,4,0,12.9,0,36.5,"$9,947.00 ",44,,,,,11,5,6-Mar,3,0.5,125,0
,4/4/2023,Fonner Park,197,Flirtatious Smile,Jose Medina,3/24/2023,125,5,0,2.55,0.0588,43.5,"$2,820.00 ",53,,,,,11,5,6-Feb,2,0.33,125,0
,4/4/2023,Fonner Park,197,Wumpmug ,Kevin Roman,3/24/2023,125,1,0,7.3,0.0714,49.5,"$5,067.00 ",55,,,,,11,4,6-Apr,4,0.67,125,0
,4/4/2023,Fonner Park,197,Tallandlong ,Bryan McNeil,3/19/2023,125,3,0,25.1,0.1,41.75,"$3,008.00 ",46,,,,,16,5, 3/8,3,0.38,125,0
,4/4/2023,Fonner Park,197,Give Em Shade,Adrian Ramos,3/19/2023,125,6,0,26,0,26.75,"$3,113.00 ",38,,,,,16,7,8-Jun,6,0.75,125,0
,4/4/2023,Fonner Park,198,Old Trafford,Nathan Haar,3/24/2023,125,2,0,0.5,0.3684,82.75,"$28,689.00 ",84,,,,,11,6, 1/5,1,0.2,125,1
,4/4/2023,Fonner Park,198,Hot Artie,Kevin Roman,3/24/2023,125,4,0,4.7,0.1304,75.75,"$23,992.00 ",76,,,,,11,5, 2/5,2,0.4,125,0
,4/4/2023,Fonner Park,198,Sancocho (MEX),Ricardo Martinez,3/18/2023,125,1,0,5.4,0.3333,69.75,"$15,527.00 ",84,,,,,17,6, 1/7,1,0.14,125,0
,4/4/2023,Fonner Park,198,Silver Maker,Jose Medina,3/24/2023,125,6,0,14.15,0.2667,70,"$14,114.00 ",71,,,,,11,6, 3/5,3,0.6,125,0
,4/4/2023,Fonner Park,198,Random Affair,Adrian Ramos,3/24/2023,125,3,0,22.75,0.0833,68.25,"$4,042.00 ",70,,,,,11,6,5-May,5,1,125,0
,4/4/2023,Fonner Park,198,Gold Note,Roberto Morales,3/11/2023,125,5,0,5.6,0.3684,73.25,"$9,668.00 ",79,,,,,24,7,6-Mar,3,0.5,125,0
,4/4/2023,Fonner Park,199,Tough Company,Jose Medina,2/26/2023,125,3,0,3.1,0.2308,71.25,"$17,684.00 ",68,,,,,37,6, 3/7,3,0.43,125,1
,4/4/2023,Fonner Park,199,Shipman's Song,Kevin Roman,3/24/2023,125,2,0,1.6,0.2308,55.75,"$12,613.00 ",76,,,,,11,6, 1/6,1,0.17,125,0
,4/4/2023,Fonner Park,199,Good One,Armando Martinez,2/11/2023,125,5,0,5.4,0.1111,67.5,"$5,158.00 ",62,,,,,52,6, 5/8,5,0.63,125,0
,4/4/2023,Fonner Park,199,Debonnaire Dude,Roberto Morales,2/26/2023,125,6,0,3.25,0.1667,58,"$7,234.00 ",73,,,,,37,6, 2/7,2,0.29,125,0
,4/4/2023,Fonner Park,199,Blabimir,Zack Ziegler,3/18/2023,125,4,0,25.4,0.125,55.25,"$1,899.00 ",51,,,,,17,9, 7/9,7,0.78,125,0
,4/4/2023,Fonner Park,199,Gimme Space,Ricardo Martinez,3/17/2023,125,7,0,20.95,0,19,"$4,876.00 ",25,,,,,18,7,4-Apr,4,1,125,0
,4/4/2023,Fonner Park,199,Most Amusing,Adrian Ramos,3/24/2023,125,1,0,6.8,0.1429,67,"$17,983.00 ",72,,,,,11,8,6-Feb,2,0.33,125,0
,4/4/2023,Fonner Park,200,Remarkable Charm,Ricardo Martinez,3/24/2023,125,6,0,12.7,0.1429,54.5,"$5,775.00 ",51,,,,,11,8,8-Jun,6,0.75,125,0
,4/4/2023,Fonner Park,200,High Value Target,Armando Martinez,4/1/2023,125,7,0,2.3,0.1765,49.5,"$12,942.00 ",48,,,,,3,5, 6/7,6,0.86,123,0
,4/4/2023,Fonner Park,200,Jack's Party Girl,Nathan Haar,3/18/2023,125,3,0,9.7,0.0833,46,"$15,498.00 ",38,,,,,17,8,8-Jun,6,0.75,125,0
,4/4/2023,Fonner Park,200,Nebraska Red,Adrian Ramos,3/24/2023,125,5,0,7.2,0.1667,52,"$9,729.00 ",54,,,,,11,5, 5/8,5,0.63,125,0
,4/4/2023,Fonner Park,200,Dakamo Rose,Jose Medina,3/21/2023,125,2,0,7.3,0.25,33.5,"$2,529.00 ",21,,,,,14,6, 7/8,7,0.88,121,0
,4/4/2023,Fonner Park,200,Sheza Savage,Bryan McNeil,3/24/2023,125,1,0,7.3,0.2,62,"$2,016.00 ",61,,,,,11,5,8-Feb,2,0.25,125,0
,4/4/2023,Fonner Park,200,Palm Court,Chris Fackler,4/1/2023,125,4,0,4.7,0.1429,66.25,"$11,892.00 ",63,,,,,3,5, 6/7,6,0.86,123,1
